ISBN,avg_rating,num_ratings
0753450666,10.0,1
0753450690,8.0,1
0753451131,7.0,1
0753451182,9.0,2
0753451409,7.0,1
0753451417,6.0,1
0753451468,8.0,1
0753451905,8.0,1
0753451948,10.0,1
075345209X,6.0,1
0753452669,9.0,1
0753453290,10.0,1
0753454947,8.0,2
0753500159,7.0,1
0753500418,10.0,1
0753500949,6.0,1
0753501392,7.666666666666667,3
0753501589,7.0,1
0753502267,7.0,1
0753502313,9.0,1
075350233X,10.0,1
0753502488,10.0,1
0753502720,1.0,1
0753502879,8.0,1
0753503603,5.0,1
0753503670,10.0,1
0753503808,9.0,1
0753503883,9.0,1
0753503921,8.6,5
0753504057,8.0,1
075350426X,6.5,2
0753504456,7.0,1
0753504545,8.0,1
0753504561,7.666666666666667,3
075350457X,9.0,1
0753504758,5.0,1
075350491X,7.0,1
0753505029,9.0,1
0753505045,8.0,1
075350507X,6.0,1
0753505193,7.0,1
0753505282,4.0,1
0753505290,8.0,1
0753505479,5.0,1
0753505592,6.0,1
0753505630,8.0,1
0753505657,7.0,1
0753505703,7.0,2
0753505738,7.0,2
0753505843,8.0,1
0753506173,9.0,1
0753506262,10.0,1
0753506483,9.0,1
0753506718,6.5,2
0753506963,8.0,1
0753507579,5.0,1
0753700646,10.0,1
0753700883,7.5,2
0753700891,8.0,1
0753700913,5.0,1
0753701995,8.0,1
0753703084,10.0,1
0753703580,10.0,1
0753704323,8.0,1
0753704870,8.0,1
0753705699,8.0,1
0753705729,5.5,2
0753706563,7.0,1
0753707225,1.0,1
0753800411,10.0,1
0753801523,8.0,1
0753801558,8.0,1
0753801582,7.0,1
0753801744,9.0,1
0753801973,6.0,1
075380204X,10.0,1
0753802368,5.666666666666667,3
0753804492,5.0,1
0753804611,6.5,4
0753804670,5.0,1
0753804689,6.666666666666667,3
0753804700,7.655172413793103,29
075380476X,7.0,1
0753804921,8.5,2
0753805197,8.0,1
0753805235,9.0,1
0753805421,8.5,2
0753805456,9.0,1
0753806738,8.333333333333334,6
0753806746,9.0,1
0753806800,10.0,1
0753807033,8.0,1
0753807327,9.0,1
0753807386,7.0,1
0753807734,8.25,4
0753808129,7.0,1
0753808579,6.0,1
0753808587,8.0,1
0753808625,9.0,1
0753808641,8.0,1
0753809478,9.0,1
0753809567,8.0,1
0753809877,8.0,1
0753809885,5.5,2
0753810131,8.0,1
0753810311X,5.0,2
0753810662,7.0,2
0753810808,3.0,1
0753810883,9.0,1
0753810905,6.0,2
0753811065,3.0,1
0753811138,5.0,1
0753811251,5.666666666666667,3
0753811367,7.0,1
0753811464,6.666666666666667,3
0753812746,6.0,1
0753812851,8.0,1
0753812975,8.0,1
075381305X,8.0,1
0753813203,6.0,1
0753813394,6.0,1
0753813823,7.5,2
0753813890,9.0,1
0753813971,7.0,1
0753814056,7.0,1
0753814404,6.0,1
0753816733,4.5,2
075381675,9.0,1
0753816792,6.0,1
0753816849,9.0,1
0753817160,5.0,1
0753817284,5.0,1
075387195,7.0,1
0754000060,7.0,1
075400287X,4.0,1
0754006778,7.0,1
0754008231,8.0,1
0754009629,5.0,1
0754010228,8.5,2
0754014738,10.0,1
0754014975,8.0,1
0754017966,6.0,1
0754020010,4.0,1
0754022471,6.666666666666667,3
0754023818,8.0,1
0754024229,7.0,1
0754024237,6.0,1
075402492X,8.0,1
0754033333,5.0,1
0754035050,5.0,1
0754044637,5.0,1
0754045218,5.0,1
0754045226,5.0,1
0754046303,5.0,1
075404680X,5.0,1
0754048608,9.0,1
0754048616,5.0,1
0754053148,9.0,1
0754055108,4.0,1
0754060411,7.0,1
0754060535,7.0,1
0754060829,7.0,1
0754060942,7.0,1
0754061132,7.0,1
0754075176,8.0,1
0754076075,10.0,1
0754078124,10.0,1
0754081419,7.0,1
0754085619,7.0,1
075409054X,6.0,1
0754091325,7.0,2
0754091392,8.0,1
0754102718,7.0,1
0754107035,7.666666666666667,3
0754110001,10.0,1
0754341291,8.0,1
0754601994,5.0,1
0754703568,10.0,1
0754800059,7.0,1
0754801675,9.0,1
0754801780,7.0,1
0754801810,10.0,1
0754801918,5.0,1
0754801993,10.0,1
0754802159,9.0,1
0754802760,10.0,1
0754802930,5.0,1
0754803082,6.0,1
0754803112,8.0,2
0754804461,8.0,1
075480450X,10.0,1
0754804593,10.0,1
0754804615,8.0,1
075480500X,10.0,1
075480559X,3.0,1
0754805654,10.0,1
0754807533,5.0,1
0754807762,2.0,1
075480819X,10.0,1
0754808319,9.0,1
0754809706,8.0,1
0755000951,8.0,2
0755100174,10.0,1
075510062X,8.0,2
0755100697,10.0,1
0755101928,7.0,1
0755102711,6.0,1
075510353X,7.0,1
0755104021,6.0,1
0755104447,4.0,1
0755107888,10.0,1
0755107918,8.5,2
0755108272,5.0,1
0755108922,8.0,1
0755109104,9.0,1
0755109112,9.0,1
0755109597,10.0,1
0755109996,9.0,1
0755111478,5.0,1
0755111893,9.0,1
0755111907,8.0,1
0755182848,9.0,1
0755200381,10.0,1
0755200586,10.0,1
0755300165,9.0,1
0755300173,8.0,1
075530022X,8.0,2
0755300246,7.0,4
0755300270,6.0,1
0755300386,5.0,1
0755300653,5.0,1
0755300807,6.0,1
0755300955,8.0,1
0755301404,8.0,1
0755301714,8.0,2
0755301897,7.0,1
0755301951,7.0,2
075530196,7.0,1
075530196X,8.0,1
0755301978,9.0,1
0755302125,9.0,1
0755302214,9.0,1
0755302443,8.0,1
0755303628,7.0,1
0755305256,8.0,1
0755305310,7.0,1
075530540X,6.333333333333333,3
0755305884,8.0,1
0755306074,8.0,1
0755306309,6.0,2
0755306961,5.0,1
075530733X,6.0,2
0755307897,7.0,1
0755308530,8.0,1
0755309189,9.0,1
0755310047,5.0,1
0755310144,6.0,1
075531056X,7.0,1
075531073X,8.0,4
0755312317,4.0,1
0755312333,7.0,1
0755312937,8.0,2
0755320077,8.0,1
0755320751,4.5,2
0755403258,9.0,1
0755407210,6.0,1
0755407539,10.0,1
0756400007,6.5,2
0756400023,9.0,2
075640004X,8.0,4
0756400058,9.0,1
0756400066,8.0,2
0756400074,9.0,1
0756400082,8.4,5
0756400120,6.5,2
0756400139,9.0,1
0756400147,10.0,1
0756400155,8.5,2
0756400163,7.428571428571429,7
0756400201,9.0,2
075640021X,6.0,2
0756400309,8.0,5
0756400341,9.0,1
075640035X,4.5,2
0756400376,9.333333333333334,3
0756400384,8.0,2
0756400414,8.5,2
0756400430,7.5,2
0756400473,9.5,2
0756400481,9.0,1
075640049X,6.714285714285714,7
0756400503,8.5,2
0756400511,7.0,2
075640052X,9.0,1
0756400538,6.5,2
0756400589,8.5,6
0756400597,8.0,1
0756400600,9.333333333333334,3
0756400619,7.5,8
0756400627,7.444444444444445,9
0756400635,8.0,2
0756400643,9.0,1
0756400651,5.0,1
0756400708,9.0,1
0756400724,9.0,2
0756400740,9.0,1
0756400759,9.0,2
0756400783,10.0,1
0756400805,10.0,1
0756400813,8.0,4
0756400821,8.0,1
075640083X,9.0,1
0756400856,8.75,4
0756400864,9.0,2
0756400880,9.0,1
0756400902,9.0,2
0756400929,8.0,1
0756400945,7.5,2
0756400953,9.0,1
0756400961,3.0,1
0756400996,8.0,2
0756401011,8.666666666666666,3
0756401100,6.0,2
0756401119,8.0,1
0756401135,9.0,1
0756401194,8.0,2
0756401208,9.0,1
0756401216,9.0,1
0756401224,8.5,4
0756401232,5.0,1
0756401275,10.0,1
0756401283,9.0,1
0756401305,9.0,1
0756401313,7.5,4
0756401356,7.833333333333333,6
0756401364,8.4,10
0756401380,8.0,1
0756401399,9.5,2
0756401410,9.0,1
0756401429,9.0,1
0756401453,9.333333333333334,3
075640147X,9.0,2
0756401488,4.5,2
0756401496,10.0,1
0756401534,7.5,2
0756401550,10.0,1
0756401569,9.0,1
0756401577,9.0,2
0756401607,7.0,3
0756401623,10.0,1
0756401631,9.0,2
0756401658,10.0,1
0756401666,8.0,5
0756401682,5.0,1
0756401690,10.0,1
0756401704,10.0,1
0756401712,9.0,1
0756401739,9.0,2
0756401755,10.0,1
0756401763,9.0,1
0756401771,9.0,1
0756401798,9.0,1
0756401801,10.0,1
0756401828,8.0,2
0756401836,9.0,2
0756401844,7.0,1
0756401860,10.0,1
0756401917,10.0,1
0756401933,8.0,1
0756401941,9.0,1
0756401968,9.0,1
0756402018,10.0,1
0756402069,9.0,2
0756402093,10.0,1
075640214X,10.0,1
0756402166,9.0,2
0756402174,8.0,1
0756402182,10.0,1
0756402409,9.0,1
0756603005,6.0,1
0756760453,10.0,1
0756762391,6.0,1
0756763401,9.0,1
0756902401,5.0,1
0757000088,8.0,1
0757000169,10.0,1
0757000460,10.0,1
0757000835,10.0,1
0757001025,10.0,1
0757300065,9.25,8
0757300073,9.666666666666666,3
075730012X,10.0,1
0757300146,7.666666666666667,3
0757300227,10.0,1
0757300243,7.333333333333333,3
0757300286,7.2,5
0757300421,10.0,2
0757300448,10.0,1
0757300553,9.0,1
075730057X,8.0,1
0757300618,9.0,2
075730088X,10.0,2
0757300898,10.0,1
0757300987,10.0,1
0757301002,7.0,2
0757301134,4.0,1
0757301177,9.0,2
075730138X,7.0,1
0757301444,6.5,2
0758200080,9.0,1
0758200137,8.0,1
0758200366,7.5,4
0758200374,7.5,2
0758200382,5.0,1
0758200390,9.0,1
0758200404,8.0,1
0758200412,7.666666666666667,3
0758200447,5.666666666666667,3
0758200536,10.0,1
0758200544,6.333333333333333,3
0758200617,5.0,1
0758200641,7.0,1
0758200676,8.0,1
0758200706,6.0,2
0758200749,10.0,1
0758200757,6.666666666666667,3
075820079X,10.0,1
0758200846,7.75,8
0758200862,8.142857142857142,7
0758200870,9.5,2
0758200919,3.0,1
0758200978,8.5,2
0758201028,9.0,1
0758201079,5.0,2
0758201087,5.5,2
0758201095,8.0,1
0758201184,8.0,2
0758201222,7.333333333333333,3
0758201249,9.0,1
0758201265,9.0,1
0758201346,7.25,8
0758201362,8.0,4
0758201435,7.5,2
0758201443,8.0,1
0758201451,8.0,1
0758201508,9.0,1
0758201516,8.0,3
0758201524,6.0,2
0758201583,4.0,1
0758201591,6.0,1
0758201605,8.333333333333334,3
0758201621,10.0,1
0758201672,9.0,1
075820177X,9.0,1
0758201826,8.0,2
0758201885,8.0,1
0758201907,9.0,1
0758201931,8.333333333333334,3
0758201966,9.0,2
0758201982,10.0,1
0758202059,1.0,1
0758202067,5.0,1
0758202121,8.0,1
0758202245,9.0,1
0758202261,9.0,2
0758202288,10.0,1
075820230X,8.5,14
0758202490,7.5,2
0758202547,6.0,1
0758202555,7.666666666666667,3
075820261X,6.0,1
0758202628,10.0,1
0758202725,5.5,2
075820292X,8.0,1
0758202938,9.0,1
0758203004,8.666666666666666,3
0758203055,8.5,2
0758203063,8.0,2
0758203179,4.0,1
0758203187,10.0,2
0758203209,8.333333333333334,3
0758203233,7.0,1
0758203306,8.0,1
0758203330,7.0,12
0758203373,3.5,2
0758203381,8.6,5
0758203489,6.0,1
0758203594,8.8,5
0758203616,7.666666666666667,3
0758203721,8.0,1
0758203756,7.5,2
0758203764,10.0,1
0758203861,8.0,1
0758203888,6.888888888888889,9
0758203896,6.0,2
075820390X,5.666666666666667,3
0758203926,9.0,1
0758203993,7.0,2
0758204019,10.0,1
0758204108,8.333333333333334,3
0758204116,8.0,3
0758204175,8.5,4
0758204191,9.0,2
0758204213,7.75,4
0758204272,10.0,1
0758204280,6.75,4
0758204302,7.333333333333333,3
0758204310,8.25,4
0758204337,7.0,1
0758204345,8.0,1
075820440X,8.0,2
0758204434,8.333333333333334,3
0758204450,7.0,3
0758204477,6.0,1
0758204493,8.0,2
0758204531,7.666666666666667,3
0758204582,7.333333333333333,3
075820468X,8.0,2
0758204752,8.666666666666666,3
0758204787,7.25,4
0758204809,8.0,1
075820485X,10.0,1
0758204930,8.0,3
0758204957,9.0,2
075820499X,8.5,2
0758205430,9.0,2
0758205481,7.714285714285714,7
0758205503,6.5,2
0758205511,7.5,2
0758205562,7.0,1
0758205589,9.0,4
0758205600,10.0,1
0758205686,8.0,3
0758205694,7.5,4
075820583X,10.0,1
0758205937,5.333333333333333,3
0758206135,3.5,2
0758206151,6.0,1
0758206186,10.0,1
0758206232,3.0,1
0758206240,9.0,1
0758206267,5.833333333333333,6
075820681X,9.0,1
0758206941,10.0,1
0758207557,7.0,1
0758207727,9.0,1
0758207743,10.0,1
0758207921,9.0,2
0758208022,8.666666666666666,3
0758208537,7.0,1
0758601425,10.0,1
075860324X,6.0,1
0758900015,8.0,2
0758900058,10.0,1
0758900082,10.0,1
0758900171,10.0,1
0758900228,10.0,1
0758900236,10.0,1
0758900252,10.0,1
0758900287,10.0,1
0758900325,10.0,1
0758900333,10.0,1
0758900341,10.0,1
075890035X,10.0,1
0758900376,10.0,1
0758900422,10.0,1
0758900449,10.0,1
0758900457,10.0,1
0758900473,10.0,1
0758900481,10.0,1
0758900570,10.0,1
0758900589,10.0,1
0758900643,10.0,1
0758900651,10.0,1
0758900818,10.0,1
0758902980,10.0,1
0758903014,10.0,1
075890407X,10.0,1
0758904207,10.0,1
0758904428,10.0,1
0758904533,10.0,1
0758904649,10.0,1
0758904916,10.0,1
0758904959,10.0,1
0759229880,10.0,1
0759229945,9.5,2
075923843X,7.0,1
0759239630,6.5,2
0759543925,6.0,1
0759550182,9.0,4
0759550352,10.0,1
0759600562,10.0,1
0759603677,9.0,1
0759605653,10.0,1
075960715X,5.0,1
0759612277,10.0,1
0759613206,9.0,1
075961377X,10.0,1
0759614318,10.0,1
075961525X,9.0,1
0759615365,9.5,2
0759615527,10.0,1
0759619956,8.0,1
0759621950,5.0,1
0759623171,9.0,1
0759629625,5.0,1
0759630895,10.0,1
0759634122,10.0,1
0759638675,6.0,1
0759641161,6.0,1
0759643032,10.0,1
0759643717,5.0,1
0759644381,9.0,1
0759648964,8.0,1
0759649928,7.5,2
0759660123,9.0,1
0759661804,10.0,1
0759662703,10.0,1
075966661X,10.0,3
0759668264,8.0,1
0759668914,7.0,1
0759671990,5.0,1
0759672962,9.0,1
0759677530,8.0,1
0759677840,8.0,1
0759679541,9.0,1
0759680671,8.0,1
0759683832,8.0,1
0759684545,10.0,1
0759685266,10.0,1
0759688354,5.0,1
0759688672,8.0,1
0759688680,7.0,1
0759689733,10.0,1
0759689903,10.0,1
0759690065,10.0,1
075969155X,10.0,1
075969222X,8.0,3
0759695148,9.5,2
0759695377,10.0,1
0759697531,9.0,1
0759900272,10.0,1
0759900612,9.0,1
0759901260,8.0,2
0759901880,9.0,1
0759902666,10.0,1
0759903344,8.666666666666666,3
0759903417,10.0,1
0759903867,8.0,1
0759903921,5.0,1
0759908001,9.0,1
0759910073,10.0,1
0759934797,10.0,1
0759944911,10.0,1
0760010935,6.0,1
0760049602,5.0,1
076005035X,6.0,1
0760050430,2.0,1
0760050732,7.0,1
0760054177,10.0,1
0760060665,10.0,1
0760060738,10.0,1
0760064903,10.0,1
0760303487,10.0,1
0760303762,9.0,1
0760303894,5.0,1
0760307520,8.0,1
0760307717,8.0,1
0760310904,8.0,1
0760313512,8.0,1
0760313636,8.0,1
0760314276,6.0,1
0760314292,10.0,1
0760315922,5.0,1
0760319522,2.0,1
0760700133,8.0,1
0760700141,7.0,1
076070015X,7.5,2
0760700192,10.0,1
0760700362,8.0,1
0760700370,6.0,1
0760700397,5.0,1
0760700435,7.857142857142857,7
0760700761,10.0,2
0760701067,5.0,1
0760701105,5.0,1
076070130X,10.0,1
0760701644,3.0,1
0760701652,7.6,5
0760702152,10.0,1
0760702187,2.0,1
0760702241,9.0,1
0760702268,7.0,1
0760702357,9.0,1
0760702411,6.0,1
0760702446,9.0,1
0760702934,7.0,1
0760702969,7.0,1
0760703094,9.0,1
0760703108,7.5,2
0760703116,5.0,1
0760703132,5.0,1
0760703329,10.0,1
0760703450,4.0,1
0760703558,10.0,1
0760703604,5.0,1
0760703884,8.0,1
0760704015,8.0,1
0760704066,8.0,1
0760704228,5.0,1
0760704236,5.0,1
0760704449,10.0,1
0760704465,3.0,1
0760704473,2.0,1
0760704627X,6.0,1
0760704767,8.0,1
0760704805,8.0,1
0760705127,7.0,1
0760705283,5.0,1
0760705542,9.0,1
0760705909,8.0,1
0760706026,7.0,1
0760706131,10.0,1
0760706182,7.0,1
0760706638,5.0,1
0760707251,10.0,4
0760707871,4.0,1
0760708118,10.0,1
0760708142,3.0,1
0760708398,6.0,1
0760708827,6.0,1
0760709246,5.0,1
0760709319,8.0,1
0760709424,7.5,2
076071004X,5.0,1
076071018X,7.0,1
0760710732,7.666666666666667,3
0760710848,7.0,1
076071102X,10.0,1
0760711372,8.0,1
0760711429,9.0,1
0760711461,8.0,1
0760711666,8.0,1
076071200X,5.0,1
0760712018,9.0,2
0760712085,9.0,1
0760712174,6.0,1
0760712204,10.0,1
0760712263,7.75,4
0760712271,7.0,1
0760712441,7.0,1
0760712484,8.0,1
0760713650,6.0,1
0760713855,5.5,2
0760714126,8.0,1
0760714851,7.0,1
0760716587,8.0,1
076071682X,8.5,2
0760717125,5.0,1
0760717494,10.0,1
0760719470,6.5,2
0760719586,9.0,1
076071987X,7.0,1
0760719918,8.0,1
0760719993,5.0,1
0760720002,9.0,1
0760720118,5.333333333333333,3
0760720436,8.0,1
0760720673,7.5,2
0760720770,8.0,1
0760721041,8.0,1
076072105X,4.0,1
0760721483,10.0,1
0760723079,8.0,1
0760723265,8.0,1
0760723303,5.0,1
0760723788,6.0,1
076072380X,7.5,2
0760723931,7.0,2
0760725152,8.0,2
0760725160,9.0,1
0760725195,7.0,1
076072539X,7.0,1
0760725721,8.0,1
0760725748,7.0,1
0760726043,4.0,2
0760727430,8.0,1
0760727813,9.0,1
0760727937,10.0,1
0760728372,6.0,1
0760730008,8.0,1
0760730059,10.0,1
0760730075,8.0,1
076073030X,9.5,2
0760730547,8.0,2
076073321X,9.333333333333334,3
0760733724,9.0,3
0760734046,10.0,1
0760734585,7.0,1
0760735611,10.0,1
0760736480,7.0,1
0760737789,4.0,1
0760737983,9.0,1
0760738092,10.0,1
076073853X,10.0,1
0760738858,8.0,1
0760738904,8.0,1
076073979X,8.0,1
0760740836,7.0,3
0760742332,5.0,1
0760743061,7.0,1
0760745269,5.0,1
0760745552,10.0,1
0760745560,5.0,1
0760745692,8.0,1
0760747296,6.0,1
0760748624,9.0,1
0760748691,8.0,1
0760748845,6.0,3
0760748934,9.0,1
0760749213,8.0,1
0760749264,7.0,1
0760750750,10.0,1
076075358X,7.0,1
0760755167,8.0,1
0760755183,8.0,1
0760831971,7.0,1
076100775X,5.0,1
0761100350,7.75,4
0761101020,9.0,1
0761101055,9.0,1
0761101144,8.833333333333334,6
0761101551,8.0,1
0761101608,7.5,2
0761101861,10.0,1
0761102426,7.5,4
076110481X,8.0,2
0761104836,5.0,1
0761104844,8.2,5
0761104879,8.0,1
0761105417,7.5,2
0761105948,9.0,1
076110609X,7.0,1
0761106251,10.0,1
0761106316,8.0,1
0761106332,8.0,1
0761107363,7.6,5
0761107371,10.0,1
0761107452,5.0,1
0761107568,8.285714285714286,7
0761107711,10.0,1
0761108335,9.0,1
076110884X,6.0,1
0761109196,9.0,6
0761109609,2.0,1
0761110526,9.5,2
0761110909,8.166666666666666,6
0761111506,10.0,1
0761112006,10.0,1
0761112227,8.5,2
0761112561,6.333333333333333,3
0761115706,5.0,1
0761116230,10.0,1
0761116249,9.0,2
0761117199,9.0,4
076111730X,9.0,1
076111775X,7.333333333333333,3
0761118268,9.0,2
0761118691,8.5,2
076111937X,8.0,6
0761119396,8.0,3
076111940X,6.666666666666667,3
0761119779,7.0,1
0761120173,9.0,1
0761121102,8.666666666666666,3
0761121129,9.5,2
0761121323,8.636363636363637,11
0761122176,8.5,2
0761122362,8.0,1
0761122710,9.5,2
0761122745,7.8,5
0761123008,10.0,1
0761123148,4.0,1
0761123695,8.5,4
0761124209,8.5,2
0761125183,8.0,2
0761125493,6.0,2
0761125957,7.5,2
0761126090,9.0,2
0761128042,9.0,1
0761128093,8.0,1
0761128182,9.6,5
076112828X,10.0,1
0761128603,8.0,1
0761128611,9.0,1
0761129030,6.666666666666667,3
0761129588,2.0,1
0761129758,9.142857142857142,7
0761129790,8.0,2
0761130632,8.0,1
0761131426,7.0,1
0761131787,7.0,1
0761132589,8.5,2
0761133208,10.0,2
0761300422,10.0,1
0761302832,9.0,1
0761302840,10.0,1
0761302972,10.0,1
0761303022,10.0,1
076130441X,8.0,1
0761304428,8.0,1
076130455X,9.0,1
0761305106,10.0,1
0761305173,9.0,1
0761306307,10.0,1
0761306498,10.0,1
076130715X,9.0,1
0761307869,8.0,1
0761310029,8.0,1
0761310169,9.0,1
0761310177,10.0,1
076131346X,9.0,1
0761314423,9.5,2
0761314660,9.0,1
0761315357,5.0,1
0761315799,9.0,1
0761315810,8.0,2
0761316426,8.0,1
0761317279,8.0,2
0761318453,8.0,1
0761318526,8.0,1
0761319417,10.0,2
0761320431,7.0,1
0761320458,7.0,1
0761320830,7.0,1
0761320938,5.0,1
0761325166,8.0,1
076132562X,10.0,1
0761325743,8.0,1
0761406158,8.0,1
0761409033,5.0,1
0761412158,7.0,1
0761451056,9.0,1
0761451277,8.0,1
0761500278,7.25,4
0761501029,6.0,1
0761501061,8.0,1
0761501231,9.0,1
076150186X,10.0,1
0761502483,6.0,1
0761502491,7.0,1
0761503358,5.0,1
0761503374,7.0,1
0761503714,6.5,2
0761504397,5.0,1
0761504451,5.0,1
0761504524,10.0,1
0761504842,2.0,2
0761504966,6.5,2
0761505202,8.0,1
0761505814,9.0,1
076150611x,5.0,1
0761506128,8.0,1
0761506241,8.0,1
0761506292,9.5,2
0761506411,7.0,1
0761506527,7.0,1
0761507191,8.0,1
0761507930,7.0,3
0761508341,5.0,1
0761508589,7.5,2
0761509127,9.0,1
0761509208,7.0,2
0761509291,7.0,1
0761509631,8.0,1
0761510575,4.0,2
0761511032,9.0,1
0761511059,5.0,1
0761511091,9.0,1
0761511121,10.0,1
0761511156,9.0,1
0761511245,7.0,1
0761511261,6.0,1
0761511520,9.0,1
0761511563,6.0,1
0761511571,5.5,4
0761511717,4.0,1
076151189X,8.0,1
0761512195,9.0,2
0761512438,6.0,2
076151290X,8.0,1
0761512977,4.0,1
0761513116,8.75,4
0761513698,7.25,4
0761513779,8.0,1
0761513981,10.0,1
0761514236,8.0,1
0761514252,8.5,2
0761514414,5.0,1
0761514651,9.0,1
0761515151,6.0,1
0761516263,9.0,1
0761516565,5.0,1
0761516735,8.8,5
0761516778,7.0,1
0761517065,10.0,1
0761517278,8.0,1
0761517529,9.5,2
0761517855,6.25,4
0761518045,7.666666666666667,3
076151810X,7.0,1
0761518118,8.75,4
0761518576,9.0,1
0761519319,10.0,1
0761519440,10.0,1
0761519602,9.0,1
0761519858,5.0,1
0761520139,10.0,1
0761520295,5.0,1
0761520694,9.0,2
0761520988,8.0,1
0761521097,6.5,2
0761521569,10.0,1
0761521682,7.0,1
0761521690,8.0,1
0761521763,8.0,1
0761522131,7.0,1
0761522212,7.0,1
0761522395,6.0,1
0761523391,7.0,1
0761524673,10.0,1
0761524851,10.0,2
0761525432,7.0,2
0761526463,10.0,1
076152651X,10.0,1
0761526544,10.0,1
076152729X,10.0,1
0761528547,5.0,1
0761528989,8.0,1
0761529632,10.0,1
0761529799,6.0,1
0761529969,10.0,2
076153007X,8.0,1
0761530088,7.5,2
0761530738,9.0,1
0761530878,8.0,4
0761530924,9.0,1
076153105X,8.0,1
0761531513,5.0,1
076153170X,10.0,1
0761531718,10.0,1
0761531726,10.0,1
0761532307,10.0,1
0761532463,7.333333333333333,3
0761532471,9.0,1
0761532552,5.0,1
0761533338,6.0,2
076153413X,10.0,1
076153475X,10.0,1
0761535497,8.333333333333334,3
0761535632,10.0,1
0761535675,8.0,1
0761535810,7.0,1
0761535985,8.0,1
0761536418,9.0,1
0761536434,10.0,1
0761536604,2.0,1
0761536744,10.0,1
0761536779,10.0,1
0761536841,8.0,1
0761537015,10.0,1
0761537147,5.0,1
0761537155,7.0,1
0761537295,8.0,4
0761539220,8.666666666666666,3
0761539867,10.0,1
0761539948,8.0,1
0761540644,4.0,1
0761540806,8.0,1
0761540970,10.0,2
0761542078,10.0,1
0761542639,9.0,1
0761543228,9.0,1
0761543287,10.0,1
0761544526,10.0,2
0761563733,8.0,1
076180720X195,7.0,1
0761814175,5.0,1
0761817778,5.0,1
0761821384,8.0,1
0761901469,10.0,1
0761913130,8.0,1
0761919783,9.0,1
0761926879,8.0,1
0761959165,5.0,1
0761964401,6.0,1
0761967591,10.0,1
0761972056,10.0,1
0761985611,5.0,1
0761985727,10.0,1
0761986286,7.5,2
0761994769,10.0,1
0762100087,8.0,1
0762100117,8.0,1
0762100141,10.0,1
0762100354,8.0,1
0762100362,8.0,1
0762100729,9.0,1
0762100834,8.0,1
0762100850,7.0,1
0762100885,5.0,1
0762100974,2.0,1
0762101067,8.333333333333334,3
0762101245,10.0,1
0762101326,10.0,1
0762101407,6.0,1
0762101466,5.0,1
0762101598,5.0,1
0762102403,10.0,1
0762102411,9.0,1
0762102489,4.0,1
0762102519,8.4,5
0762102586,5.0,1
0762102624,4.0,1
0762102780,8.0,1
0762102977,10.0,1
0762103256,7.0,1
0762103280,10.0,2
0762103388,10.0,1
0762104198,7.5,2
0762104295,10.0,1
0762188529,10.0,1
076218857X,10.0,1
0762400005,8.0,1
0762400072,8.0,1
0762400226,10.0,1
0762400358,10.0,1
0762400501,10.0,1
0762400579,7.0,1
0762400641,10.0,1
0762401397,10.0,1
0762401400,10.0,1
0762401524,9.5,2
0762401788,10.0,1
0762401974,7.666666666666667,3
0762402016,8.5,2
0762402113,5.0,1
0762402377,8.0,1
0762402490,10.0,1
0762402539,6.0,1
0762403004,7.375,8
0762403012,4.5,2
0762403268,10.0,1
0762403756,8.0,1
0762403926,5.0,1
0762404000,9.0,1
0762404566,8.0,1
0762404590,10.0,1
0762405031,8.0,1
0762405341,5.0,1
0762405449,8.0,1
0762405732,6.5,2
0762406054,10.0,1
0762406062,10.0,2
0762406496,10.0,1
0762406658,7.0,1
0762406720,5.0,1
0762406887,7.0,1
0762406925,8.0,2
0762406984,8.11111111111111,9
0762407514,8.0,1
0762407700,7.0,1
0762407808,7.0,2
0762407905,10.0,1
0762408014,10.0,1
0762408057,9.0,1
0762408073,9.0,1
0762408243,10.0,1
0762408286,8.0,3
0762408391,8.0,1
0762408472,10.0,1
0762409363,10.0,2
0762409436,7.0,1
0762409487,9.5,2
0762409533,9.666666666666666,9
0762409568,9.0,1
0762409800,8.0,1
0762409894,10.0,1
0762410604,6.5,2
076241085X,7.333333333333333,3
0762411236,10.0,1
0762411244,5.0,1
0762411295,9.0,1
0762411554,3.0,1
0762411619,3.0,1
0762412208,10.0,1
0762412488,6.0,1
0762413069,10.0,1
0762413123,9.0,1
0762413646,8.0,1
0762413697,8.333333333333334,3
0762413719,8.0,1
0762415924,5.5,2
0762416084,8.0,1
0762416386,5.0,1
0762416521,4.0,1
0762416718,10.0,1
0762700033,5.5,2
0762700416,8.0,1
0762700661,8.0,1
0762700815,10.0,1
0762701455,5.5,2
0762701862,7.0,1
0762702001,8.0,1
0762702265,8.0,1
0762702435,10.0,1
0762702877,8.0,2
0762703032,8.0,1
0762703105,6.0,1
0762703180,10.0,1
0762703210,9.0,1
0762703245,9.5,2
0762703253,7.0,2
076270327X,5.0,3
0762703377,10.0,1
0762703415,10.0,1
0762703954,5.0,1
0762704136,8.0,1
0762704225,8.0,1
0762704497,7.0,1
0762704845,7.0,1
0762705507,6.0,1
0762706147,10.0,1
0762706244,5.0,1
0762706287,8.0,1
0762707569,10.0,1
0762708115,7.0,1
0762708301,7.0,1
0762708905,6.0,1
076270909X,10.0,1
0762709308,8.0,1
0762709537,7.0,1
0762710136,10.0,1
0762710764,8.0,1
0762711167,9.0,2
